WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,layer,path,xcoord,ycoord
312984.999999999941792,"312985","1",Phou Pha Nang,Phou Pha Nang,National Protected Area,National Protected Area,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,700.000000000000000,678.701878886776967,Not Applicable,0.000000000000000,Designated,1993,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Not Reported,State Verified,1982,LA_VI,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={f5b1e3b9-48d3-44f3-90fa-d36366cc8729}",102.33938853804,18.2504811258581
312986.000000000000000,"312986","1",Dong Phou Vieng,Dong Phou Vieng,National Protected Area,National Protected Area,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,1970.000000000000000,2048.569836657210089,Not Applicable,0.000000000000000,Designated,1993,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Not Reported,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={f5b1e3b9-48d3-44f3-90fa-d36366cc8729}",106.236476234418,16.4020436942833
555703743.000000000000000,"555703743","1",Nam Et-Phouloey,Nam Et-Phouloey,National Park,National Park,National,II,Not Applicable,"0",0.000000000000000,0.000000000000000,4107.199999999999818,4803.936114703140447,Not Applicable,0.000000000000000,Designated,2019,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Implemented,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={f5b1e3b9-48d3-44f3-90fa-d36366cc8729}",103.404717921205,20.3826545486238
555703744.000000000000000,"555703744","1",Hin Nam No,Hin Nam No,National Park,National Park,National,II,Not Applicable,"0",0.000000000000000,0.000000000000000,941.210000000000036,931.678007570567956,Not Applicable,0.000000000000000,Designated,2020,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Implemented,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={f5b1e3b9-48d3-44f3-90fa-d36366cc8729}",105.930555991659,17.4180675708968
555703745.000000000000000,"555703745","1",Nakai-Nam Teun,Nakai-Nam Teun,National Park,National Park,National,II,Not Applicable,"0",0.000000000000000,0.000000000000000,4277.000000000000000,4233.024225985070188,Not Applicable,0.000000000000000,Designated,2019,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Implemented,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={f5b1e3b9-48d3-44f3-90fa-d36366cc8729}",105.33019619474,17.9120466571042
10132.000000000000000,"10132","1",Nam Poui,Nam Poui,National Protected Area,National Protected Area,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,1912.000000000000000,1770.776643881129985,Not Applicable,0.000000000000000,Designated,1993,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Implemented,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",101.315191521685,18.6205644556181
10192.000000000000000,"10192","1",Phou Khao Khuay,Phou Khao Khuay,National Park,National Park,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,1919.420000000000073,1910.180146207309917,Not Applicable,0.000000000000000,Designated,2021,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Not Reported,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",103.014051555316,18.4165308126777
12176.000000000000000,"12176","1",Xe Pian,Xe Pian,National Park,National Park,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,2586.340000000000146,2563.158319193250009,Not Applicable,0.000000000000000,Designated,2021,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Not Reported,State Verified,1982,LA_CH,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",106.132698173027,14.4794890196195
12182.000000000000000,"12182","1",Phou Daen Din,Phou Daen Din,National Protected Area,National Protected Area,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,2220.000000000000000,1818.427691401850097,Not Applicable,0.000000000000000,Designated,1993,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Not Reported,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",102.36499963307,21.9834231293114
18866.000000000000000,"18866","1",Phou Xang He,Phou Xang He,National Protected Area,National Protected Area,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,1099.000000000000000,1151.099378451330040,Not Applicable,0.000000000000000,Designated,1993,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Not Reported,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",105.736858903713,16.8693225968476
18872.000000000000000,"18872","1",Dong Ampham,Dong Ampham,National Protected Area,National Protected Area,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,2000.000000000000000,1983.598592106809747,Not Applicable,0.000000000000000,Designated,1993,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Not Reported,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",107.407039781339,14.9474283865031
18877.000000000000000,"18877","1",Xe Bang Nouan,Xe Bang Nouan,National Protected Area,National Protected Area,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,1500.000000000000000,1298.112297620740037,Not Applicable,0.000000000000000,Designated,1993,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Not Reported,State Verified,1982,LA_SL,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",105.93380511686,15.8813360831338
18887.000000000000000,"18887","1",Dong Hua Sao,Dong Hua Sao,National Park,National Park,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,997.950000000000045,998.385182943747054,Not Applicable,0.000000000000000,Designated,2021,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Not Reported,State Verified,1982,LA_CH,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",106.097712118161,15.0018903181324
18893.000000000000000,"18893","1",Phou Xieng Thong,Phou Xieng Thong,National Protected Area,National Protected Area,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,1200.000000000000000,1060.856735094130045,Not Applicable,0.000000000000000,Designated,1993,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Implemented,State Verified,1982,LA_SL,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",105.634098074512,15.5748679681535
18896.000000000000000,"18896","1",Nam Kading,Nam Kading,National Protected Area,National Protected Area,National,VI,Not Applicable,"0",0.000000000000000,0.000000000000000,1690.000000000000000,1687.056441935950033,Not Applicable,0.000000000000000,Designated,1993,Federal or national ministry or agency,State,"Department of Forestry (DOF), Ministry of Agriculture and Forestry (MAF)",Process,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,Centroids,"Point?crs=EPSG:4326&field=WDPAID:double(23,15)&field=WDPA_PID:string(52,0)&field=PA_DEF:string(20,0)&field=NAME:string(254,0)&field=ORIG_NAME:string(254,0)&field=DESIG:string(254,0)&field=DESIG_ENG:string(254,0)&field=DESIG_TYPE:string(20,0)&field=IUCN_CAT:string(20,0)&field=INT_CRIT:string(100,0)&field=MARINE:string(20,0)&field=REP_M_AREA:double(23,15)&field=GIS_M_AREA:double(23,15)&field=REP_AREA:double(23,15)&field=GIS_AREA:double(23,15)&field=NO_TAKE:string(50,0)&field=NO_TK_AREA:double(23,15)&field=STATUS:string(100,0)&field=STATUS_YR:integer(9,0)&field=GOV_TYPE:string(254,0)&field=OWN_TYPE:string(254,0)&field=MANG_AUTH:string(254,0)&field=MANG_PLAN:string(254,0)&field=VERIF:string(20,0)&field=METADATAID:integer(9,0)&field=SUB_LOC:string(100,0)&field=PARENT_ISO:string(50,0)&field=ISO3:string(50,0)&field=SUPP_INFO:string(254,0)&field=CONS_OBJ:string(100,0)&uid={143f9f23-1953-4398-82a3-dc5aba55186c}",104.265501969215,18.4082119054425
